2,2,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,2,1,2,3,1,2,3,4,5,6,7,8,1,2,3,4,5,6,7,8,9,10,11,12,13,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.09779999999999998,0.9022,0.1388,0.1391,0.7222000000000002,0.08977777777777776,0.144,0.0892222222222222,0.143,0.144,0.09188888888888887,0.569,0.729,0.08042857142857143,0.06416666666666666,0.06461111111111112,0.066,0.06416666666666668,0.102,0.084,0.102,0.083,0.093,0.063,0.068,0.7162,0.05870000000000001,0.7110000000000001,0.051,0.06525,0.05066666666666667,0.051,0.0505,0.07100000000000001,0.081,0.08,0.076,0.064,0.075,0.065,0.052,0.049,0.05,0.051,0.051,0.051500000000000004,0.079,0.7227500000000001,0.04689285714285714,0.0469,0.041416666666666664,0.055499999999999994,0.053,0.0625,0.063,0.0525,0.045,0.041,0.062,0.063,0.053,0.051,0.042,0.063,0.042,0.043,0.041,0.041,0.04,0.044,0.042,0.039,0.054,0.04,0.042,0.043,0.041666666666666664,0.036500000000000005,0.03666666666666667,0.046,0.05424999999999999,0.05474999999999999,0.0455,0.0523,0.035500000000000004,0.04875,0.053500000000000006,0.052,0.05035714285714286,0.0525,0.594,0.054,0.057,0.035,0.046,0.053,0.035,0.035,0.044,0.052,0.053,0.054,0.044,0.035,0.086,0.061,0.062,0.055,0.035,0.045,0.035,0.044,0.036,0.045,0.062,0.045,0.698
0.0402,0.9597999999999999,0.0631,0.0642,0.8724999999999999,0.038,0.075,0.03877777777777777,0.074,0.075,0.03911111111111111,0.776,0.8834444444444445,0.035321428571428566,0.02711111111111111,0.02811111111111111,0.0265,0.027,0.047,0.037,0.047,0.035,0.041999999999999996,0.026,0.029,0.8781000000000001,0.024799999999999996,0.8774000000000001,0.020571428571428574,0.028625000000000005,0.021333333333333333,0.021,0.0205,0.031,0.036,0.036,0.034,0.028,0.034,0.029,0.022,0.021,0.021,0.02,0.021,0.0215,0.037,0.8857499999999999,0.01939285714285714,0.0194,0.017333333333333336,0.02316666666666667,0.021,0.027,0.0265,0.0215,0.018,0.016,0.027,0.028,0.023,0.022,0.017,0.027,0.016,0.017,0.017,0.017,0.017,0.018,0.017,0.017,0.021,0.015,0.017,0.016,0.017,0.014166666666666666,0.014666666666666666,0.018,0.023,0.02225,0.019,0.0216,0.014499999999999999,0.020749999999999998,0.0215,0.0225,0.021071428571428574,0.0235,0.8245,0.024,0.024,0.013,0.019,0.022,0.014,0.014,0.019,0.022,0.022,0.024,0.017,0.014,0.036,0.026,0.026,0.024,0.014,0.019,0.014,0.019,0.014,0.018,0.026,0.018,0.8755
0.8044,0.1956,0.1838,0.632,0.1841,0.12266666666666667,0.156,0.6328888888888888,0.529,0.157,0.12222222222222223,0.158,0.12266666666666667,0.10257142857142856,0.09083333333333332,0.6348333333333334,0.0915,0.09166666666666667,0.122,0.106,0.121,0.108,0.544,0.092,0.094,0.09639999999999999,0.0778,0.0784,0.072,0.08475,0.6406666666666667,0.0715,0.0715,0.5555,0.097,0.097,0.093,0.085,0.094,0.083,0.076,0.073,0.07,0.071,0.072,0.0735,0.518,0.06475,0.06371428571428571,0.0651,0.6405,0.5635,0.07,0.077,0.0775,0.0695,0.06,0.058,0.078,0.077,0.07,0.071,0.06,0.079,0.06,0.06,0.06,0.058,0.059,0.063,0.06,0.06,0.07,0.058,0.06,0.057,0.06,0.051666666666666666,0.6363333333333333,0.06,0.067,0.06625,0.0595,0.5448,0.05,0.06275,0.077,0.0665,0.06278571428571428,0.065,0.07,0.069,0.067,0.05,0.059,0.066,0.05,0.049,0.06,0.065,0.066,0.067,0.059,0.052,0.115,0.071,0.07,0.067,0.051,0.06,0.05,0.06,0.05,0.057,0.072,0.057,0.05775
0.9587999999999999,0.0412,0.8732,0.06359999999999999,0.06340000000000001,0.8843333333333334,0.778,0.03888888888888889,0.073,0.074,0.03844444444444444,0.074,0.03855555555555555,0.033,0.8923888888888888,0.02694444444444444,0.0265,0.0265,0.481,0.737,0.383,0.165,0.0385,0.027,0.029,0.0295,0.023499999999999993,0.023600000000000003,0.8957142857142858,0.027500000000000004,0.021,0.0205,0.021,0.0285,0.382,0.479,0.561,0.741,0.314,0.16,0.022,0.021,0.021,0.021,0.02,0.020999999999999998,0.034,0.018535714285714287,0.018357142857142857,0.019,0.016833333333333336,0.0215,0.15,0.3095,0.5665,0.751,0.017,0.017,0.025,0.025,0.02,0.02,0.017,0.025,0.017,0.017,0.016,0.017,0.017,0.017,0.017,0.017,0.019,0.017,0.017,0.017,0.8976666666666665,0.8986666666666667,0.013999999999999999,0.148,0.309,0.5569999999999999,0.7525,0.022,0.0135,0.0195,0.0205,0.0215,0.018714285714285715,0.020999999999999998,0.0245,0.485,0.379,0.014,0.018,0.021,0.014,0.014,0.015,0.02,0.021,0.022,0.018,0.014,0.037,0.024,0.026,0.022,0.014,0.016,0.014,0.016,0.014,0.017,0.025,0.019,0.017
0.7243,0.27569999999999995,0.4883,0.2553,0.2566,0.46766666666666673,0.427,0.24466666666666667,0.423,0.075,0.05033333333333333,0.075,0.23744444444444446,0.044071428571428574,0.46661111111111114,0.2333333333333333,0.036,0.03666666666666667,0.421,0.444,0.058,0.045,0.23349999999999999,0.034,0.037,0.229,0.031400000000000004,0.22240000000000001,0.46171428571428574,0.036375,0.22966666666666669,0.0275,0.0285,0.2245,0.043,0.428,0.431,0.449,0.041,0.036,0.03,0.029,0.027,0.029,0.028,0.0275,0.224,0.2195357142857143,0.02564285714285714,0.0259,0.22624999999999998,0.22216666666666668,0.0275,0.0325,0.426,0.4485,0.023,0.023,0.034,0.034,0.027,0.027,0.021,0.034,0.022,0.024,0.022,0.022,0.023,0.023,0.023,0.024,0.028,0.022,0.021,0.021,0.4643333333333333,0.4633333333333334,0.221,0.024,0.028499999999999998,0.42525,0.449,0.21960000000000002,0.019,0.025249999999999998,0.028999999999999998,0.0275,0.02542857142857143,0.026,0.2155,0.416,0.029,0.019,0.023,0.029,0.019,0.019,0.025,0.027,0.027,0.029,0.024,0.018,0.049,0.033,0.031,0.028,0.018,0.026,0.019,0.024,0.019,0.022,0.032,0.022,0.214625
0.31720000000000004,0.6828,0.09669999999999998,0.5715,0.3315,0.06033333333333332,0.092,0.06266666666666668,0.505,0.092,0.5678888888888888,0.31,0.30911111111111106,0.5464285714285714,0.04322222222222222,0.0456111111111111,0.045,0.043666666666666666,0.068,0.055,0.068,0.054,0.063,0.044,0.045,0.29700000000000004,0.5568,0.2907,0.034,0.043250000000000004,0.03426666666666667,0.0325,0.033,0.0475,0.053,0.053,0.05,0.044,0.048,0.042,0.036,0.031,0.033,0.033,0.034,0.0335,0.052,0.2893928571428571,0.5586785714285714,0.031,0.028916666666666663,0.037333333333333336,0.0335,0.041,0.0395,0.0335,0.029,0.027,0.04,0.038,0.035,0.033,0.027,0.04,0.027,0.028,0.028,0.027,0.028,0.029,0.028,0.029,0.035,0.026,0.028,0.027,0.02716666666666667,0.023833333333333335,0.024333333333333335,0.028499999999999998,0.034,0.035,0.0295,0.0333,0.0225,0.03125,0.033,0.0335,0.5353571428571429,0.5305,0.268,0.036,0.033,0.024,0.027,0.034,0.023,0.022,0.028,0.032,0.034,0.034,0.028,0.023,0.056,0.037,0.038,0.035,0.024,0.029,0.023,0.029,0.023,0.03,0.04,0.027,0.28112499999999996
0.93,0.07000000000000002,0.7987000000000001,0.1006,0.10029999999999999,0.8116666666666666,0.674,0.0628888888888889,0.109,0.108,0.06244444444444445,0.109,0.06277777777777777,0.05614285714285715,0.8215,0.04405555555555555,0.0445,0.044333333333333336,0.329,0.767,0.434,0.058,0.0685,0.044,0.048,0.04959999999999999,0.04040000000000001,0.0397,0.8275714285714286,0.04675,0.0342,0.0345,0.034,0.049,0.436,0.319,0.732,0.774,0.054,0.046,0.037,0.034,0.034,0.035,0.035,0.035500000000000004,0.062,0.031178571428571424,0.031714285714285716,0.0325,0.028,0.03883333333333333,0.036000000000000004,0.042499999999999996,0.7435,0.7815000000000001,0.03,0.028,0.043,0.043,0.036,0.036,0.027,0.042,0.029,0.028,0.028,0.028,0.028,0.03,0.028,0.029,0.036,0.028,0.027,0.028,0.8313333333333333,0.8306666666666667,0.024166666666666666,0.0315,0.03725,0.735,0.7865,0.036199999999999996,0.022,0.035,0.035,0.0365,0.03485714285714286,0.036000000000000004,0.042,0.318,0.434,0.024,0.03,0.037,0.024,0.024,0.03,0.035,0.037,0.041,0.03,0.023,0.062,0.042,0.042,0.041,0.023,0.03,0.023,0.031,0.022,0.03,0.043,0.029,0.028999999999999998
0.7514,0.24860000000000002,0.696,0.21260000000000004,0.0915,0.7178888888888888,0.618,0.198,0.237,0.072,0.041999999999999996,0.073,0.041999999999999996,0.038714285714285715,0.7263888888888889,0.18688888888888888,0.0285,0.029166666666666667,0.216,0.5,0.468,0.209,0.209,0.029,0.03,0.0328,0.026499999999999996,0.027100000000000003,0.7281428571428572,0.030875,0.18106666666666663,0.0215,0.0225,0.20550000000000002,0.652,0.196,0.272,0.503,0.403,0.202,0.024,0.022,0.022,0.022,0.023,0.0225,0.038,0.02157142857142857,0.02089285714285714,0.021899999999999996,0.17933333333333334,0.19916666666666666,0.199,0.4025,0.267,0.503,0.019,0.018,0.03,0.03,0.027,0.025,0.018,0.032,0.018,0.018,0.018,0.017,0.018,0.02,0.018,0.018,0.025,0.019,0.017,0.018,0.7293333333333333,0.727,0.1785,0.198,0.39725,0.2605,0.5085,0.20229999999999998,0.014499999999999999,0.02375,0.021,0.027,0.024571428571428574,0.0245,0.027999999999999997,0.203,0.47,0.015,0.021,0.026,0.014,0.016,0.021,0.026,0.026,0.026,0.019,0.015,0.037,0.03,0.03,0.025,0.015,0.022,0.016,0.02,0.015,0.019,0.031,0.019,0.020249999999999997
